correctness,confidence,entropy,modified entropy,scaled logits,membership
1,0.9992846,-0.0072087003,-6.1052384e-07,7.241988,1
1,0.99949604,-0.0048487717,-3.786298e-07,7.592515,1
1,0.99999225,-0.00010428207,-9.507496e-11,11.76799,1
1,0.99998575,-0.00019525866,-2.6661784e-10,11.159055,1
1,1.0,-1.8551734e-06,-2.7247294e-15,inf,1
1,0.99999964,-6.259257e-06,-1.9077052e-13,14.843773,1
1,0.9983891,-0.01239696,-4.9325718e-06,6.4293656,1
1,0.99988294,-0.0012964153,-1.9481037e-08,9.052677,1
1,0.99996936,-0.00038653513,-1.2867357e-09,10.393278,1
1,0.9999481,-0.00057664776,-5.186641e-09,9.865838,1
1,0.999735,-0.0025346621,-1.3015561e-07,8.235507,1
1,0.99986213,-0.0014666074,-3.0372462e-08,8.889093,1
1,0.99994767,-0.0006013592,-4.4514294e-09,9.857834,1
1,0.9999957,-6.417577e-05,-2.2655947e-11,12.358862,1
1,0.999998,-3.2511663e-05,-5.1108636e-12,13.10917,1
1,0.99994785,-0.00062576996,-3.7488426e-09,9.861257,1
1,0.99927944,-0.006885584,-6.700576e-07,7.2347603,1
1,0.99999774,-3.379682e-05,-7.911973e-12,12.997944,1
1,0.99725926,-0.019875472,-1.3933335e-05,5.8967824,1
1,0.9998506,-0.0014764632,-4.4240053e-08,8.80854,1
1,0.99915427,-0.0073605333,-1.1840368e-06,7.074464,1
1,0.48361158,-1.109258,-0.5481565,-0.06557717,1
1,0.9996128,-0.0037750737,-2.2280729e-07,7.856203,1
1,0.99787855,-0.015473799,-8.808028e-06,6.1535325,1
1,0.9999957,-6.100844e-05,-3.211486e-11,12.358862,1
1,0.9997873,-0.0020630262,-8.6014154e-08,8.455278,1
1,0.9999925,-0.000102287726,-8.672417e-11,11.799243,1
0,0.0017508994,-0.47770894,-8.239374,-6.3458734,1
1,0.9999777,-0.00028661246,-7.026508e-10,10.711254,1
1,0.54684085,-0.77186084,-0.5221023,0.18791443,1
1,0.999993,-0.00010321659,-6.347783e-11,11.873351,1
0,0.10382997,-0.6106179,-3.4136007,-2.1553755,1
0,0.01179392,-0.29333305,-6.8320413,-4.428307,1
1,0.99965316,-0.0035393261,-1.6851601e-07,7.966302,1
1,0.9999975,-3.9630253e-05,-8.219088e-12,12.897861,1
1,0.9999987,-2.0677158e-05,-2.993163e-12,13.544489,1
1,0.9999907,-0.000118335345,-1.6852619e-10,11.585667,1
1,0.9979534,-0.017244985,-5.747239e-06,6.189534,1
1,0.99996185,-0.0004292646,-2.8702605e-09,10.1740265,1
1,0.99999666,-4.768143e-05,-2.0374166e-11,12.610177,1
1,0.9999855,-0.0001876917,-3.566697e-10,11.142456,1
1,0.99929667,-0.0059109945,-9.669934e-07,7.258974,1
1,0.9976399,-0.018304242,-9.396706e-06,6.046686,1
1,0.9997389,-0.002834473,-8.480739e-08,8.250239,1
1,0.9995939,-0.003980719,-2.514016e-07,7.8085384,1
1,0.9999939,-8.770397e-05,-4.7430924e-11,12.010553,1
1,0.9999999,-2.910544e-06,-2.1612686e-14,15.942385,1
1,0.9997913,-0.0021822166,-6.3734376e-08,8.47452,1
1,0.9999999,-1.5177294e-06,-1.6034955e-14,15.942385,1
1,0.9999974,-4.0481944e-05,-1.03162565e-11,12.85134,1
1,0.9999815,-0.00024667545,-4.4954104e-10,10.898942,1
1,0.99999493,-7.524765e-05,-3.1214198e-11,12.192876,1
1,0.8968436,-0.40556696,-0.017841276,2.1626353,1
1,0.9999751,-0.00031409835,-9.19345e-10,10.600026,1
1,0.9996117,-0.0036513498,-2.6578013e-07,7.8532815,1
0,6.5922715e-05,-0.012501843,-16.15017,-9.626962,1
1,0.9998266,-0.001908098,-4.1061146e-08,8.659794,1
1,0.99999005,-0.00012683915,-1.9255735e-10,11.517529,1
1,0.9994928,-0.00502442,-3.443883e-07,7.5861454,1
1,0.9999678,-0.00037477497,-1.9129298e-09,10.343931,1
1,0.99999905,-1.4860551e-05,-1.1723155e-12,13.862943,1
1,0.96707034,-0.14718004,-0.0021780177,3.3798976,1
1,0.9994665,-0.004576407,-5.659696e-07,7.535478,1
1,0.99958956,-0.003937872,-2.7543658e-07,7.7978764,1
1,0.9999839,-0.00021391298,-3.5191733e-10,11.037094,1
1,0.99975365,-0.0025379308,-8.6806054e-08,8.308527,1
1,0.9999952,-6.8821355e-05,-4.015192e-11,12.241078,1
1,0.99998426,-0.00021385905,-3.2012865e-10,11.059567,1
1,0.9999999,-3.0533106e-06,-2.9801875e-14,15.942385,1
1,0.99970275,-0.0027341237,-1.7429358e-07,8.1206455,1
0,0.001071653,-0.012639855,-13.283304,-6.837481,1
1,0.99998415,-0.0001997423,-4.3932236e-10,11.05202,1
1,0.9999993,-1.2480168e-05,-7.3092904e-13,14.150625,1
1,0.9999381,-0.00074000214,-5.2097286e-09,9.689456,1
0,0.008338282,-0.46899608,-6.542447,-4.778525,1
1,0.9966377,-0.023589693,-2.073844e-05,5.691763,1
1,0.9987896,-0.00954218,-2.8464226e-06,6.7156005,1
1,0.9999913,-0.000114025475,-1.3074061e-10,11.651917,1
1,0.99624795,-0.02785029,-2.2622397e-05,5.581693,1
1,0.99593335,-0.02949065,-2.7049085e-05,5.5008616,1
1,0.8258224,-0.60735404,-0.05083756,1.5563043,1
1,0.999937,-0.0007122947,-6.617685e-09,9.672279,1
1,0.8212062,-0.49188682,-0.06882091,1.5245411,1
0,0.0010470473,-0.2848498,-9.422767,-6.8607335,1
1,0.9999991,-1.2806502e-05,-1.0534937e-12,13.927482,1
1,0.9999958,-6.069101e-05,-2.281458e-11,12.3870325,1
1,0.90878254,-0.373253,-0.014192909,2.2988596,1
1,1.0,-2.011277e-07,-0.0,inf,1
1,0.9999975,-3.7431728e-05,-8.870168e-12,12.897861,1
1,0.9999982,-2.7566373e-05,-4.800757e-12,13.234333,1
1,0.9999757,-0.00030293854,-8.844577e-10,10.624241,1
1,0.99998605,-0.00017299579,-3.7308306e-10,11.180198,1
1,0.99998254,-0.00022360528,-4.6205065e-10,10.955342,1
1,0.9978212,-0.016522637,-8.649262e-06,6.1268053,1
1,0.99999905,-1.4936177e-05,-1.5045389e-12,13.862943,1
1,0.9999993,-1.0678306e-05,-6.1851045e-13,14.150625,1
1,0.9999991,-1.3087527e-05,-1.1864203e-12,13.927482,1
1,0.99999857,-2.2261705e-05,-2.9613302e-12,13.457478,1
1,0.9995202,-0.0048159407,-3.033663e-07,7.641625,1
1,0.9911771,-0.054489315,-0.00013978005,4.7215405,1
1,0.9299101,-0.33342713,-0.0068597305,2.5853095,1
1,0.99782777,-0.015856275,-9.163648e-06,6.1298256,1
1,0.9999764,-0.00030093803,-8.089145e-10,10.654095,1
1,0.99998575,-0.00017607516,-3.9585307e-10,11.159055,1
1,0.999658,-0.003431654,-1.7246623e-07,7.9803243,1
1,0.9999866,-0.00018116001,-2.3985494e-10,11.219419,1
1,0.9999584,-0.0004846558,-3.0746172e-09,10.087272,1
0,1.9018977e-05,-0.014332425,-17.262436,-10.870054,1
0,0.00048420124,-0.19453526,-10.566562,-7.6325254,1
1,0.9814208,-0.11361973,-0.00047484637,3.9669595,1
1,0.99997425,-0.0003159069,-1.0951001e-09,10.567081,1
1,0.99983853,-0.0015784617,-5.1961337e-08,8.731036,1
0,0.043110587,-0.21463268,-5.8815136,-3.0999193,1
1,0.9982503,-0.01294829,-6.07925e-06,6.346563,1
1,0.99999857,-2.1306741e-05,-3.2042923e-12,13.457478,1
1,0.9980831,-0.015777152,-5.7505267e-06,6.255135,1
1,0.98832,-0.06927931,-0.00024192821,4.438128,1
1,0.9999964,-5.0846364e-05,-1.8377088e-11,12.541184,1
1,0.99993825,-0.0007502778,-4.963223e-09,9.6923485,1
0,0.12933378,-0.6764761,-3.0767174,-1.9068621,1
1,0.99995506,-0.00054633355,-2.7347082e-09,10.010095,1
1,0.8136326,-0.6117126,-0.0609765,1.473789,1
0,7.151548e-06,-0.00032080093,-22.392042,-11.848175,1
0,0.0035053003,-1.2059308,-6.071078,-5.6499677,1
1,1.0,-1.2175587e-07,-0.0,inf,1
0,0.2475792,-0.9827231,-1.7024958,-1.1115651,1
0,0.027411355,-0.5232987,-5.1444,-3.569004,1
1,0.99998385,-0.0001988068,-5.0274807e-10,11.033398,1
1,0.9999989,-1.741283e-05,-1.4849991e-12,13.745159,1
1,0.99994767,-0.00058041554,-5.2632414e-09,9.857834,1
1,0.9999381,-0.0007003113,-6.2654686e-09,9.689456,1
1,0.99999434,-8.0652986e-05,-4.4736735e-11,12.08165,1
1,0.9999901,-0.00013425265,-1.4639147e-10,11.523535,1
1,0.99999857,-2.2576427e-05,-2.8699306e-12,13.457478,1
1,0.9999974,-3.9388204e-05,-9.104164e-12,12.85134,1
1,0.9999911,-0.00011626319,-1.3898147e-10,11.6315775,1
1,0.99972695,-0.0027274094,-1.1377193e-07,8.205586,1
1,0.99989784,-0.0010783735,-1.8954884e-08,9.188845,1
1,0.9999958,-6.0475082e-05,-2.4735228e-11,12.3870325,1
1,0.99999976,-5.635021e-06,-1.1547179e-13,15.249238,1
1,0.99994254,-0.00064240926,-6.0740684e-09,9.764383,1
1,0.9999866,-0.00018191896,-2.4888042e-10,11.219419,1
1,0.9999427,-0.00069447263,-4.289727e-09,9.767501,1
1,0.9999807,-0.00024536767,-5.8373434e-10,10.85477,1
1,0.9999952,-7.038019e-05,-3.460154e-11,12.241078,1
1,0.99999785,-3.095445e-05,-7.645455e-12,13.0520115,1
1,0.9989312,-0.008408823,-2.2780107e-06,6.8401766,1
1,0.9999974,-3.7932597e-05,-1.1333371e-11,12.85134,1
1,0.99999857,-2.3367793e-05,-3.198703e-12,13.457478,1
1,0.99996865,-0.00037354234,-1.6160677e-09,10.3702,1
0,0.0153369,-0.11274879,-7.917363,-4.162038,1
1,0.9999896,-0.00013903844,-1.5776822e-10,11.476467,1
1,0.99919456,-0.007688871,-8.2763415e-07,7.123319,1
0,0.00030194732,-0.279019,-10.862134,-8.104956,1
1,0.9994886,-0.004592448,-4.763862e-07,7.5778317,1
1,0.9999669,-0.00041470578,-1.5139728e-09,10.316531,1
1,0.9999944,-7.741872e-05,-4.91465e-11,12.092232,1
1,0.9997506,-0.0024126545,-1.1507374e-07,8.29626,1
1,0.999982,-0.00024706972,-3.8981546e-10,10.925087,1
1,0.99979085,-0.0020273514,-8.323026e-08,8.472237,1
1,0.9995731,-0.0040888987,-2.8340926e-07,7.7585607,1
1,0.99998534,-0.00019934584,-2.7376573e-10,11.130186,1
1,1.0,-6.205854e-07,-0.0,inf,1
1,0.99947995,-0.0047864895,-4.4737703e-07,7.5610642,1
1,0.9999287,-0.0007550782,-1.0095042e-08,9.548723,1
1,0.9997937,-0.0020406938,-7.688228e-08,8.486013,1
1,0.8631719,-0.43069106,-0.038454216,1.8418882,1
1,0.99492604,-0.035221674,-4.4395463e-05,5.278546,1
1,0.99997205,-0.00032331762,-1.5622965e-09,10.484901,1
1,0.9962436,-0.028731054,-2.0501002e-05,5.5805297,1
1,0.874416,-0.39216125,-0.033044755,1.9405813,1
0,0.013132033,-1.0807691,-4.8852453,-4.319482,1
0,1.2350346e-05,-0.44034213,-12.967781,-11.301814,1
1,0.9999993,-1.0687425e-05,-8.637873e-13,14.150625,1
1,0.9994995,-0.004857147,-3.695577e-07,7.599402,1
1,0.99999976,-3.1949382e-06,-9.0484396e-14,15.249238,1
1,0.99998426,-0.00020002174,-4.2346252e-10,11.059567,1
1,0.9941245,-0.037008222,-6.741254e-05,5.1310663,1
1,0.9999976,-3.5112545e-05,-1.0878435e-11,12.9466505,1
1,0.9999695,-0.00037693916,-1.4411519e-09,10.397177,1
1,0.9999925,-9.6413e-05,-1.1174085e-10,11.799243,1
1,0.99999976,-4.868961e-06,-8.530758e-14,15.249238,1
1,0.9999991,-1.3626088e-05,-1.112877e-12,13.927482,1
1,0.99996865,-0.0003726741,-1.7072015e-09,10.3702,1
1,0.9999836,-0.00021825003,-3.5510558e-10,11.018744,1
1,0.99995047,-0.0005856439,-3.7946695e-09,9.912853,1
1,0.99997747,-0.00026535566,-1.0017855e-09,10.700616,1
1,0.99996555,-0.0004348415,-1.5602991e-09,10.275924,1
1,0.99999356,-8.5334796e-05,-7.694796e-11,11.953395,1
1,0.999984,-0.00021238995,-3.673831e-10,11.044529,1
1,0.99999523,-6.839897e-05,-3.2330506e-11,12.253501,1
1,0.9999806,-0.00023273575,-7.300904e-10,10.851687,1
0,2.0151843e-05,-0.18617396,-14.087793,-10.812195,1
0,1.10471965e-05,-0.6965905,-12.167426,-11.413322,1
1,0.9999957,-6.1865125e-05,-2.8539643e-11,12.358862,1
0,1.8059267e-06,-0.58446014,-14.267854,-13.224435,1
1,0.999989,-0.0001395299,-2.330802e-10,11.415166,1
0,0.007709988,-0.045418337,-9.653087,-4.8574986,1
1,0.99970496,-0.0027140349,-1.7224194e-07,8.128095,1
1,0.9999988,-2.149036e-05,-1.8280752e-12,13.639799,1
1,0.9999906,-0.00012957097,-1.2998871e-10,11.572927,1
1,0.9999944,-8.0209305e-05,-4.297381e-11,12.092232,1
0,6.1520814e-06,-0.1081089,-15.757828,-11.998714,1
1,0.9997008,-0.002790644,-1.712916e-07,8.114048,1
1,0.9999974,-3.9419905e-05,-1.2111129e-11,12.85134,1
1,0.9999974,-3.690103e-05,-1.1808555e-11,12.85134,1
1,0.999906,-0.0010723162,-1.233355e-08,9.272159,1
1,0.99998295,-0.00023112299,-3.6159253e-10,10.979524,1
1,0.9999995,-9.071996e-06,-3.5956606e-13,14.55609,1
1,0.99999857,-2.2270711e-05,-3.7643946e-12,13.457478,1
1,0.99999803,-2.9078323e-05,-5.5204227e-12,13.139023,1
1,0.9998948,-0.0011890244,-1.5356155e-08,9.159521,1
1,0.9958002,-0.030034363,-2.9839199e-05,5.468509,1
1,0.99999934,-1.1070179e-05,-5.3095007e-13,14.237637,1
1,0.99759173,-0.017456774,-1.1118944e-05,6.0264373,1
1,0.9999971,-4.4349395e-05,-1.2451297e-11,12.74371,1
1,0.99998915,-0.00014166639,-2.1252182e-10,11.431515,1
1,0.99973375,-0.0027206053,-1.09810735e-07,8.230794,1
1,0.9734859,-0.13435733,-0.0012948595,3.6032062,1
0,0.30992562,-0.63487077,-1.6096791,-0.8004671,1
1,0.9999999,-1.2824346e-06,-1.7903136e-14,15.942385,1
1,0.9999621,-0.0004792155,-1.8150854e-09,10.180296,1
1,0.9999933,-9.067582e-05,-7.6404834e-11,11.9170265,1
1,0.6157701,-0.92544013,-0.27982196,0.4716326,1
0,0.048216686,-0.24929602,-5.584267,-2.9826322,1
0,7.9134525e-06,-0.1627803,-15.024136,-11.746939,1
1,0.9924056,-0.046049375,-0.000111367706,4.87272,1
1,0.7725107,-0.6499058,-0.102702186,1.2225428,1
1,0.9999999,-2.8240938e-06,-2.9533078e-14,15.942385,1
1,1.0,-8.209029e-11,-0.0,inf,1
1,0.9999991,-1.3818823e-05,-1.0080469e-12,13.927482,1
1,0.9999349,-0.000706657,-8.135803e-09,9.639701,1
0,2.0950633e-06,-0.052886996,-17.862343,-13.075925,1
1,0.9999995,-7.0000638e-06,-2.8026274e-13,14.55609,1
1,0.9994403,-0.005050336,-5.4831514e-07,7.4875717,1
1,0.9999988,-1.9300433e-05,-2.0248235e-12,13.639799,1
1,0.99999666,-5.1188545e-05,-1.4162602e-11,12.610177,1
1,0.99999624,-5.3207084e-05,-2.567889e-11,12.4923935,1
1,0.99997956,-0.00026719988,-5.8508837e-10,10.797782,1
1,0.9999793,-0.00025209456,-7.8030904e-10,10.786187,1
1,0.9999626,-0.00045568743,-2.0755682e-09,10.194549,1
1,0.9999995,-6.9512203e-06,-2.797702e-13,14.55609,1
1,0.999982,-0.00023096679,-5.007833e-10,10.925087,1
1,0.9999241,-0.00090068433,-7.5454425e-09,9.486325,1
1,0.6282447,-0.6629553,-0.3452385,0.52469385,1
1,0.9999849,-0.00019832965,-3.4233588e-10,11.102128,1
1,0.9999447,-0.0006261447,-5.3563225e-09,9.802445,1
1,0.9967988,-0.025607428,-1.41508835e-05,5.7410274,1
1,0.99994916,-0.00056357554,-4.997889e-09,9.886722,1
1,0.99999714,-4.035002e-05,-1.671458e-11,12.764328,1
1,0.99999714,-4.09933e-05,-1.5085218e-11,12.764328,1
1,0.9977937,-0.017786903,-7.019124e-06,6.114218,1
1,1.0,-3.6084273e-07,-0.0,inf,1
1,0.99900424,-0.0078880945,-1.981643e-06,6.9110126,1
1,0.9993194,-0.0058695087,-8.452702e-07,7.2918177,1
1,0.99995327,-0.0005670045,-3.04514e-09,9.971077,1
0,0.08442513,-0.412889,-4.228113,-2.383687,1
1,0.9999971,-4.5173845e-05,-1.1130123e-11,12.74371,1
1,0.9992255,-0.00691468,-8.933046e-07,7.1625147,1
1,0.99999976,-3.664917e-06,-6.804084e-14,15.249238,1
1,0.99996614,-0.00042312418,-1.5398814e-09,10.293377,1
1,0.9999901,-0.00013590942,-1.3725344e-10,11.523535,1
1,0.99995667,-0.0005168718,-2.8473737e-09,10.046562,1
1,0.99989533,-0.0010731991,-2.15647e-08,9.164634,1
1,0.99943227,-0.00499702,-6.0375163e-07,7.473289,1
1,0.99981207,-0.0018082544,-7.022508e-08,8.579235,1
1,0.99429494,-0.040286213,-5.060877e-05,5.160681,1
1,0.99996006,-0.0004511415,-3.060991e-09,10.128215,1
1,0.999996,-6.0086408e-05,-2.1126092e-11,12.430836,1
0,0.3671546,-0.7003883,-1.250321,-0.5444432,1
1,0.9994549,-0.004672442,-5.897934e-07,7.5140247,1
1,0.99947405,-0.005283783,-3.563868e-07,7.5497756,1
1,0.9996713,-0.0033422452,-1.5136344e-07,8.019977,1
1,0.9998854,-0.001208563,-2.3670218e-08,9.073776,1
1,0.99999154,-0.00011463399,-1.1760332e-10,11.679697,1
1,0.9999999,-2.9688679e-06,-3.2475846e-14,15.942385,1
1,0.9894536,-0.06596171,-0.00016801582,4.5413694,1
1,0.9999963,-5.3014337e-05,-2.0137642e-11,12.508394,1
1,0.9999976,-3.7851773e-05,-6.9455357e-12,12.9466505,1
1,0.9993465,-0.006121098,-6.26899e-07,7.332506,1
1,0.99996823,-0.0003995656,-1.3497968e-09,10.356979,1
1,0.99997294,-0.0003329785,-1.0980095e-09,10.517408,1
1,0.9999999,-2.1463431e-06,-2.7712668e-14,15.942385,1
1,0.9999937,-9.002043e-05,-5.2594862e-11,11.972087,1
1,0.99994,-0.0006943708,-5.8780585e-09,9.720741,1
1,0.9999993,-1.1378897e-05,-8.757895e-13,14.150625,1
0,0.074791685,-0.46600083,-4.209411,-2.5153122,1
1,0.99464464,-0.035583105,-5.238601e-05,5.224288,1
1,0.9998472,-0.0016776209,-3.2157846e-08,8.786056,1
1,0.9999974,-4.1003517e-05,-9.445365e-12,12.85134,1
1,0.99979883,-0.0019488723,-7.8341856e-08,8.511181,1
1,0.999992,-0.000110680885,-8.882837e-11,11.737684,1
1,0.9999983,-2.6142694e-05,-4.2262383e-12,13.268235,1
0,3.9188166e-05,-0.0067611556,-17.299158,-10.147097,1
1,0.99992436,-0.0008330899,-1.0171398e-08,9.489472,1
1,0.9996712,-0.0030100637,-2.1072323e-07,8.019795,1
1,0.999998,-2.9785151e-05,-7.587923e-12,13.10917,1
0,1.1375024e-09,-0.00040609948,-30.831001,-20.59443,1
1,0.99486697,-0.03218171,-5.2831914e-05,5.2669125,1
1,0.99995965,-0.00047318827,-2.8158393e-09,10.117821,1
1,0.99996245,-0.00047928342,-1.7405392e-09,10.189775,1
1,0.9999989,-1.8372199e-05,-2.0705824e-12,13.745159,1
1,0.9681422,-0.14718014,-0.001980187,3.414097,1
1,0.9999801,-0.00026514666,-5.0399335e-10,10.824371,1
1,1.0,-2.553564e-09,-0.0,inf,1
0,6.850374e-11,-1.9710706e-09,-92.48169,-23.404133,1
1,0.99998736,-0.00016818513,-2.3933755e-10,11.278934,1
1,0.99840134,-0.0135104535,-3.7873128e-06,6.436992,1
1,0.9999665,-0.00042037427,-1.5327585e-09,10.303997,1
1,0.9999964,-5.233087e-05,-1.7334835e-11,12.541184,1
1,0.99999034,-0.00013564822,-1.1676399e-10,11.547926,1
0,0.00021172137,-0.008470099,-15.444655,-8.460028,1
1,0.99986213,-0.0014259843,-3.430043e-08,8.889093,1
1,0.99996996,-0.00037596555,-1.3494296e-09,10.412926,1
0,0.000121085526,-0.0012131864,-18.035587,-9.018892,1
1,0.9999894,-0.00014100538,-1.716352e-10,11.453738,1
1,0.9999279,-0.0008107074,-8.499984e-09,9.537085,1
0,8.604624e-06,-0.008780683,-18.627886,-11.663202,1
1,0.99988717,-0.0012506203,-1.856002e-08,9.089501,1
1,0.99999464,-7.5807715e-05,-3.9169896e-11,12.135717,1
1,0.9997558,-0.0023638494,-1.0769386e-07,8.317278,1
1,0.9999002,-0.0011140258,-1.515493e-08,9.212461,1
1,0.9999564,-0.0005164201,-2.9184413e-09,10.041076,1
1,0.99998766,-0.0001666457,-2.0885825e-10,11.302801,1
1,0.9998741,-0.0013228285,-2.827654e-08,8.980016,1
1,0.99988645,-0.0012241205,-2.0571926e-08,9.083181,1
1,0.69438607,-0.86218405,-0.15986726,0.8207054,1
1,0.9999839,-0.00020712927,-3.9128978e-10,11.037094,1
1,0.9999564,-0.0005387161,-2.5193616e-09,10.041076,1
0,8.16292e-07,-0.022783248,-19.838537,-14.018493,1
1,0.9999995,-7.2916296e-06,-2.6273948e-13,14.55609,1
1,0.99999964,-6.146699e-06,-1.6113989e-13,14.843773,1
1,0.9999161,-0.0009944396,-9.518357e-09,9.385523,1
1,0.5414634,-0.69997644,-0.5607816,0.16623525,1
1,0.99991876,-0.0008831947,-1.1820886e-08,9.418008,1
1,0.99916613,-0.008005446,-8.831855e-07,7.0886,1
0,0.027098535,-0.28814527,-6.1634994,-3.5808032,1
1,0.9999864,-0.00018736476,-2.2799983e-10,11.206173,1
0,0.05397566,-0.29912993,-5.25552,-2.8637352,1
1,0.9999548,-0.0005291174,-3.364265e-09,10.004804,1
1,0.9999723,-0.00035845142,-1.031712e-09,10.493467,1
1,0.99994683,-0.0006042754,-4.8867275e-09,9.842013,1
1,0.9999957,-6.003073e-05,-3.4022247e-11,12.358862,1
1,0.99999785,-3.176379e-05,-7.862832e-12,13.0520115,1
1,0.99989957,-0.0011257615,-1.4320921e-08,9.205911,1
1,0.9999937,-9.356416e-05,-4.9833665e-11,11.972087,1
0,3.3084732e-05,-0.4653058,-11.782896,-10.316405,1
1,0.9999952,-6.841026e-05,-4.0507386e-11,12.241078,1
1,0.9995149,-0.004301475,-4.4659348e-07,7.6306243,1
1,1.0,-1.5670501e-07,-0.0,inf,1
1,0.9999618,-0.00048556612,-1.89495e-09,10.172464,1
1,1.0,-8.7541184e-07,-1.987911e-15,inf,1
1,0.99768865,-0.018721534,-7.4807217e-06,6.06761,1
0,0.00026904175,-0.65662545,-9.078084,-8.220375,1
1,0.9974032,-0.018186009,-1.3405811e-05,5.9508767,1
1,0.9977915,-0.016676167,-8.8206525e-06,6.113244,1
1,1.0,-6.4819244e-07,-0.0,inf,1
0,0.01989323,-0.098917425,-7.67288,-3.8972821,1
1,0.99999714,-4.2492284e-05,-1.12823344e-11,12.764328,1
0,0.004146806,-0.49782357,-7.1034665,-5.4812613,1
1,0.99999195,-0.00011175592,-9.2325876e-11,11.730249,1
1,0.99990445,-0.0010439301,-1.533369e-08,9.255805,1
1,0.99999535,-6.6321845e-05,-3.424796e-11,12.278819,1
1,0.99999803,-3.133961e-05,-4.570853e-12,13.139023,1
0,9.2572496e-05,-0.49730277,-10.692966,-9.287426,1
1,0.99839187,-0.013547607,-3.788469e-06,6.4310718,1
1,0.9999882,-0.00016092458,-1.8643176e-10,11.347254,1
1,0.99978036,-0.0023105491,-7.151865e-08,8.423287,1
1,0.99794203,-0.016603276,-6.5437334e-06,6.183975,1
1,0.99002427,-0.05618256,-0.00019927009,4.597574,1
1,0.79260486,-0.6150787,-0.08537879,1.340699,1
1,0.9999894,-0.00014112276,-1.6229687e-10,11.453738,1
1,1.0,-1.2740242e-06,-2.2907835e-15,inf,1
1,0.8505205,-0.45876965,-0.046063554,1.7386892,1
1,0.99999964,-6.8462564e-06,-2.970108e-13,14.843773,1
1,0.9999802,-0.00025162817,-5.801523e-10,10.830378,1
0,0.00020934138,-0.53100425,-9.800934,-8.471334,1
1,0.9999999,-3.0060137e-06,-4.1584286e-14,15.942385,1
1,0.99997103,-0.0003623817,-1.1621806e-09,10.449295,1
1,0.99988484,-0.0013003055,-1.9013656e-08,9.069106,1
1,0.99618423,-0.026706211,-2.6044017e-05,5.56479,1
1,0.9999995,-7.948674e-06,-3.3980463e-13,14.55609,1
1,0.99998367,-0.00020694673,-4.5903287e-10,11.0223875,1
1,0.9999941,-8.4202744e-05,-5.1510803e-11,12.040406,1
1,0.99974936,-0.002557005,-9.831269e-08,8.291252,1
1,0.9999988,-1.8843039e-05,-1.8125179e-12,13.639799,1
1,0.9999906,-0.00012838222,-1.2629797e-10,11.572927,1
1,0.999975,-0.0003246985,-8.57678e-10,10.597636,1
1,0.99997485,-0.00031493156,-9.163524e-10,10.590502,1
